price,bedrooms,beds,cleaning_fee,guests_included,maximum_nights,minimum_nights,property_type,room_type,review_scores,street,country,country_code,availability_30,availability_60,availability_90,availability_365,latitude,longitude
27,1,2,80,1,150,31,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,0,7,37,100,41.39634,2.15555
283,1,1,0,1,1125,29,Apartment,Entire home/apt,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,29,59,89,364,22.31462,114.16893
500,5,10,250,8,30,2,House,Entire home/apt,100,"Barra da Tijuca, Rio de Janeiro, Brazil",Brazil,BR,15,38,68,330,-23.00370769,-43.41899665
225,4,5,90,8,1125,2,House,Entire home/apt,100,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.4977,-73.64205
169,1,2,75,3,1125,1,Apartment,Entire home/apt,94,"Montréal, Québec, Canada",Canada,CA,9,18,29,291,45.51139,-73.56208
79,1,2,59,2,1125,1,Apartment,Entire home/apt,96,"Montréal, Québec, Canada",Canada,CA,21,44,56,56,45.49394,-73.58131
179,2,2,0,1,1125,1,Serviced apartment,Private room,0,"İstanbul , İstanbul, Turkey",Turkey,TR,28,58,88,363,40.99264,28.87481
195,1,1,290,3,365,3,Condominium,Entire home/apt,0,"Kahana, HI, United States",United States,US,1,7,37,218,20.9713,-156.67987
361,1,2,0,1,1125,1,Condominium,Entire home/apt,90,"深圳市, 广东省, China",China,CN,22,52,82,357,22.5345,114.12288
93,1,1,70,2,21,1,Condominium,Entire home/apt,100,"Honolulu, HI, United States",United States,US,6,12,20,75,21.28482,-157.83454
90,1,1,0,1,1125,2,Townhouse,Private room,87,"Fatih, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.03157,28.94747
90,2,1,40,1,1125,2,Apartment,Private room,100,"Newtown, NSW, Australia",Australia,AU,0,0,0,0,-33.90252,151.17798
55,2,2,0,2,548,2,Apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,18,29,47,310,41.14578,-8.60221
220,4,4,75,3,14,3,Apartment,Entire home/apt,97,"Montreal, QC, Canada",Canada,CA,0,0,0,37,45.52579,-73.57803
58,2,2,0,1,365,3,Apartment,Private room,0,"Kadıköy, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.00278,29.03158
139,1,2,79,3,1124,1,Apartment,Entire home/apt,94,"Pyrmont, NSW, Australia",Australia,AU,0,12,37,56,-33.87509,151.19699
159,1,1,145,2,1125,5,Condominium,Entire home/apt,0,"Lahaina, HI, United States",United States,US,1,5,17,162,20.95762,-156.68395
691,2,1,350,2,1125,3,Apartment,Entire home/apt,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28759,114.14333
596,1,1,30,1,7,1,Apartment,Entire home/apt,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28,58,88,88,41.0308,28.9771
27,1,1,0,1,100,30,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,0,27,52,52,41.38427,2.17952
40,1,2,0,1,34,5,Apartment,Entire home/apt,100,"Povoa de Varzim, Porto District, Portugal",Portugal,PT,27,57,87,177,41.38792,-8.77257
55,2,2,50,2,1125,32,Apartment,Entire home/apt,0,"Barcelona, CT, Spain",Spain,ES,22,52,82,262,41.39985,2.17331
182,1,2,185,4,120,3,Condominium,Entire home/apt,93,"Kaanapali, HI, United States",United States,US,1,2,23,208,20.92698,-156.69251
115,2,2,80,2,27,1,Condominium,Entire home/apt,99,"Honolulu, HI, United States",United States,US,17,47,77,77,21.28486,-157.83596
149,1,2,50,3,90,1,Loft,Entire home/apt,95,"Montréal, Québec, Canada",Canada,CA,8,30,59,202,45.51031,-73.55364
801,3,4,0,1,1125,3,Villa,Entire home/apt,0,"İstanbul, Sarıyer, Turkey",Turkey,TR,0,18,48,91,41.16868,29.04304
70,1,1,50,1,330,7,Apartment,Entire home/apt,100,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.69142,-73.97203
65,1,2,0,2,30,1,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,29,59,89,364,41.16068,-8.62537
58,1,1,0,1,1125,1,Apartment,Private room,93,"Şişli, İstanbul, Turkey",Turkey,TR,0,0,0,262,41.05279,28.98097
22,1,1,0,1,1125,1,Apartment,Private room,76,"El Prat de Llobregat, Catalunya, Spain",Spain,ES,8,38,67,216,41.33371,2.0978
120,1,1,25,1,14,3,Apartment,Entire home/apt,100,"Waialua, HI, United States",United States,US,0,0,0,0,21.57044,-158.1092
45,1,1,40,1,60,3,House,Private room,81,"Honolulu, HI, United States",United States,US,0,0,9,9,21.36338,-157.84679
108,1,1,360,1,1125,30,Apartment,Entire home/apt,93,"New York, NY, United States",United States,US,0,5,35,310,40.77231,-73.95588
140,2,4,150,16,21,2,Apartment,Entire home/apt,95,"Montréal, Québec, Canada",Canada,CA,0,0,0,38,45.52531,-73.58125
50,1,2,0,1,1125,2,Apartment,Entire home/apt,89,"Porto, Porto, Portugal",Portugal,PT,11,31,58,322,41.14802,-8.60269
71,1,1,50,1,1125,2,House,Private room,95,"Annandale, NSW, Australia",Australia,AU,5,30,30,30,-33.88452,151.1729
40,1,4,10,2,1125,1,House,Private room,95,"Porto, Porto, Portugal",Portugal,PT,30,60,90,365,41.15544,-8.62063
121,1,1,0,3,1125,1,Apartment,Entire home/apt,91,"İstanbul, İstanbul, Turkey",Turkey,TR,23,40,70,175,41.06116,28.988
100,2,2,0,1,1125,31,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,30,60,90,180,41.39684,2.18089
100,2,6,0,1,1125,2,House,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,0,0,0,0,41.17727,-8.5879
129,1,2,0,1,1125,31,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,30,60,90,365,41.40447,2.15063
169,2,5,150,6,1125,4,Condominium,Entire home/apt,96,"Kihei, HI, United States",United States,US,4,6,9,93,20.71271,-156.44492
97,1,2,200,1,730,2,Apartment,Entire home/apt,90,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,13,13,13,156,-22.96827522,-43.18298112
178,1,1,150,2,1125,1,Apartment,Entire home/apt,0,"Pyrmont, NSW, Australia",Australia,AU,13,43,70,282,-33.87332,151.19653
25,1,1,12,1,1125,4,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,1,9,9,9,41.37794,2.145
135,3,4,0,1,29,2,Serviced apartment,Entire home/apt,95,"Barcelona, Catalunya, Spain",Spain,ES,2,11,22,212,41.40255,2.20117
69,1,2,25,2,1125,2,Apartment,Entire home/apt,94,"Porto, Porto District, Portugal",Portugal,PT,26,48,72,289,41.15036,-8.60273
49,1,1,30,1,60,3,Apartment,Private room,92,"Barcelona, Catalunya, Spain",Spain,ES,21,41,55,124,41.38395,2.16621
754,2,3,200,4,365,1,Apartment,Entire home/apt,90,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,5,17,38,308,22.31863,114.16932
35,1,1,0,1,20,5,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,29,59,89,89,45.54112,-73.60055
89,1,1,0,1,1125,2,Apartment,Entire home/apt,93,"Porto, Porto, Portugal",Portugal,PT,30,60,90,347,41.15087,-8.67211
997,1,1,200,1,1125,2,Apartment,Entire home/apt,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,4,4,4,22.28533,114.15335
455,1,2,0,1,1125,1,Boutique hotel,Private room,96,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,0,0,0,0,22.30618,114.16683
28,1,1,0,1,31,1,Apartment,Private room,100,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,0,0,0,0,41.12771,-8.60854
121,1,1,0,1,365,30,Apartment,Private room,0,"Beşiktaş, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.04606,29.01307
31,1,1,0,1,1125,1,Bed and breakfast,Private room,100,"Montréal, Québec, Canada",Canada,CA,30,60,87,356,45.52293,-73.57857
310,1,1,263,4,365,5,Condominium,Entire home/apt,0,"Lahaina, HI, United States",United States,US,12,38,58,320,20.95666,-156.68587
228,1,1,0,1,1125,29,Apartment,Private room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,12,42,72,162,22.29032,114.19977
32,1,1,0,1,1125,2,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,29,59,89,89,45.53873,-73.62657
400,2,2,286,1,29,4,Townhouse,Entire home/apt,0,"Kamuela, HI, United States",United States,US,7,28,58,303,19.94653,-155.85622
280,2,3,0,1,1000,1,Apartment,Entire home/apt,100,"Leme, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.96191763,-43.16990793
307,1,2,319,6,365,5,Condominium,Entire home/apt,0,"Waikiki, HI, United States",United States,US,9,32,47,212,21.27413,-157.822
85,2,3,0,4,1125,2,Apartment,Entire home/apt,99,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,30,60,82,357,41.12777,-8.62179
41,1,1,0,1,1125,5,Condominium,Private room,0,"Grajau, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,163,-22.91354443,-43.27185062
36,1,1,0,1,1125,2,Condominium,Private room,99,"Montréal, Québec, Canada",Canada,CA,2,32,62,62,45.52984,-73.59447
120,1,1,0,1,1125,1,Apartment,Entire home/apt,91,"Porto, Porto, Portugal",Portugal,PT,21,51,81,353,41.14567,-8.59848
41,1,1,50,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,184,41.38164,2.17855
37,1,1,30,1,1125,1,Apartment,Private room,0,"Leichhardt, NSW, Australia",Australia,AU,0,0,0,0,-33.8802,151.14769
305,1,2,125,1,80,4,Condominium,Entire home/apt,100,"Kihei, HI, United States",United States,US,0,19,42,186,20.69808,-156.44098
283,1,1,0,1,1125,1,Apartment,Shared room,97,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,15,44,74,347,22.30099,114.18672
100,1,3,80,1,103,2,Apartment,Entire home/apt,87,"Barcelona, Catalunya, Spain",Spain,ES,15,27,39,281,41.38394,2.1663
59,1,1,49,1,1125,2,House,Private room,96,"Waikele, HI, United States",United States,US,18,40,70,160,21.40908,-158.01012
267,1,1,100,1,1125,29,Apartment,Entire home/apt,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,29,59,89,364,22.28754,114.13231
70,1,1,20,1,1125,1,Condominium,Private room,0,"Kingsford, NSW, Australia",Australia,AU,0,0,0,0,-33.92315,151.23078
14,1,1,20,1,15,6,House,Private room,93,"Porto, Porto, Portugal",Portugal,PT,0,0,0,230,41.17057,-8.60646
142,1,2,120,2,1125,90,Condominium,Entire home/apt,100,"Honolulu, HI, United States",United States,US,0,0,0,0,21.27592,-157.8205
70,1,1,0,1,5,2,Cabin,Entire home/apt,100,"Malabar, NSW, Australia",Australia,AU,12,37,67,68,-33.96664,151.24884
35,1,1,5,1,5,1,Apartment,Private room,96,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.38763,2.1818
40,1,1,85,1,300,60,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,272,41.38406,2.17585
139,1,1,99,1,1125,1,Condominium,Entire home/apt,100,"Waianae, HI, United States",United States,US,4,18,29,182,21.41425,-158.17655
88,1,1,10,1,760,2,Apartment,Private room,82,"New York, NY, United States",United States,US,0,0,0,0,40.72534,-73.98591
130,2,3,60,2,1125,3,Apartment,Entire home/apt,100,"Barcelona, Catalunya, Spain",Spain,ES,2,2,2,2,41.38123,2.17557
160,3,4,60,1,1125,2,Townhouse,Entire home/apt,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.56223,-73.5769
49,1,1,0,1,1125,1,Serviced apartment,Entire home/apt,0,"Porto, Grande Porto, Portugal",Portugal,PT,14,44,71,344,41.1545,-8.60438
181,2,2,160,1,1125,1,Apartment,Entire home/apt,91,"Alexandria, NSW, Australia",Australia,AU,0,0,0,7,-33.89472,151.19829
299,5,5,400,1,1125,2,House,Entire home/apt,98,"Drummoyne, NSW, Australia",Australia,AU,17,47,77,91,-33.8464,151.15249
903,2,3,280,5,1125,2,Apartment,Entire home/apt,99,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,5,12,31,53,22.31996,114.16791
90,1,1,63,2,1125,2,Apartment,Private room,96,"Şişli, İstanbul, Turkey",Turkey,TR,27,57,87,177,41.0512,28.98504
675,1,1,149,1,50,2,Guest suite,Private room,96,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,28,56,86,86,22.39018,114.26052
80,1,1,50,2,1125,3,Apartment,Entire home/apt,87,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.37998,2.17552
195,3,3,250,6,30,2,House,Entire home/apt,100,"Mindelo, Porto District, Portugal",Portugal,PT,29,59,89,317,41.30549,-8.73177
248,1,2,100,1,1125,1,Hotel,Shared room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,29,59,89,179,41.03905,28.98354
300,1,1,0,1,1125,3,Villa,Private room,0,"Honolulu, HI, United States",United States,US,30,60,90,365,21.27348,-157.8231
130,1,4,100,4,1125,1,Guesthouse,Entire home/apt,100,"Waianae, HI, United States",United States,US,1,4,13,185,21.46995,-158.21734
75,1,1,40,1,40,2,Loft,Entire home/apt,100,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.57491,-73.55022
35,1,1,20,1,1125,3,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,25,55,85,85,41.39592,2.14869
80,1,1,50,2,1125,3,Apartment,Entire home/apt,80,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.38126,2.17539
25,1,1,5,1,28,1,House,Private room,100,"Pāhoa, HI, United States",United States,US,15,45,75,75,19.50217,-154.9195
179,2,2,30,2,1125,1,Loft,Entire home/apt,90,"Kadıköy, İstanbul, Turkey",Turkey,TR,23,53,80,355,40.98724,29.03209
70,1,1,0,1,30,5,Apartment,Private room,20,"Bondi Beach, NSW, Australia",Australia,AU,30,60,90,91,-33.88589,151.26985
338,1,1,70,1,1125,1,Serviced apartment,Private room,87,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,19,40,70,70,22.32116,114.16829
522,3,4,312,8,1125,1,Condominium,Entire home/apt,100,"Koloa, HI, United States",United States,US,8,18,45,254,21.88376,-159.45861
56,1,1,70,1,30,2,Apartment,Private room,100,"Tijuca, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.92322136,-43.22128142
699,4,5,500,6,1125,2,House,Entire home/apt,100,"Whale Beach, NSW, Australia",Australia,AU,25,48,78,327,-33.60676,151.32739
39,2,3,49,3,120,2,Apartment,Entire home/apt,93,"Matosinhos, Porto, Portugal",Portugal,PT,9,9,9,223,41.17908,-8.69027
110,2,2,30,10,1125,1,Apartment,Entire home/apt,86,"Montréal, QC, Canada",Canada,CA,0,0,0,0,45.51961,-73.59376
70,1,1,40,2,180,3,Apartment,Entire home/apt,95,"Porto, Porto, Portugal",Portugal,PT,27,57,87,362,41.15156,-8.60567
85,1,2,20,2,30,4,Loft,Entire home/apt,100,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,6,41.3942,2.19483
145,1,1,0,2,27,2,Apartment,Entire home/apt,97,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,9,29,59,282,-22.97420159,-43.19116602
55,1,3,20,2,4,3,Other,Private room,0,"Montréal, Québec, Canada",Canada,CA,0,0,11,11,45.52836,-73.62583
250,2,3,170,7,90,2,Apartment,Entire home/apt,98,"Coogee, NSW, Australia",Australia,AU,0,0,0,0,-33.92142,151.25564
251,1,1,0,1,1125,29,Apartment,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,29,59,89,179,22.31935,114.17045
188,1,1,0,1,30,1,Apartment,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,0,0,0,0,22.35991,114.22315
479,1,2,0,1,30,1,Apartment,Private room,98,"Hong Kong, 九龍, Hong Kong",Hong Kong,HK,6,20,50,221,22.3219,114.16967
36,1,1,15,1,1125,1,Apartment,Private room,83,"Barcelona, Catalunya, Spain",Spain,ES,1,9,31,301,41.38919,2.17964
36,1,1,20,1,1125,1,Apartment,Private room,90,"Barcelona, Catalunya, Spain",Spain,ES,1,4,28,303,41.38982,2.17968
40,1,1,8,1,14,1,Apartment,Private room,70,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.52309,-73.58263
46,1,1,0,1,365,2,House,Private room,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,254,45.48207,-73.63201
45,1,2,30,1,15,3,Bed and breakfast,Private room,98,"Barcelona, Catalunya, Spain",Spain,ES,27,57,87,362,41.38023,2.17685
90,1,1,15,2,1125,3,House,Private room,100,"Keaau, HI, United States",United States,US,12,32,60,60,19.59112,-154.93593
60,1,1,0,1,1125,1,Hostel,Private room,60,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,30,60,90,340,41.11993,-8.60823
138,1,1,125,1,69,1,Condominium,Entire home/apt,93,"Honolulu, HI, United States",United States,US,18,37,67,342,21.27353,-157.82209
137,1,1,100,1,10,2,Apartment,Private room,0,"Beşiktaş, İstanbul, Turkey",Turkey,TR,27,57,87,87,41.04525,29.00018
65,1,1,40,1,1125,2,Apartment,Private room,98,"Barcelona, Catalunya, Spain",Spain,ES,18,26,48,48,41.37773,2.18998
55,2,4,0,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,6,36,311,41.41175,2.17736
15,1,1,5,1,1125,7,House,Private room,0,"Sanguedo, Aveiro, Portugal",Portugal,PT,30,60,90,365,41.00466,-8.52195
70,1,2,20,2,180,3,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,0,5,32,144,41.15119,-8.61822
13,1,1,8,1,1125,7,House,Private room,20,"Sanguedo, Aveiro, Portugal",Portugal,PT,30,60,90,365,41.00966,-8.50928
55,1,1,0,2,1110,2,Townhouse,Private room,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,106,45.50961,-73.67172
100,1,1,100,4,1125,1,Apartment,Shared room,0,"New York, NY, United States",United States,US,0,0,0,0,40.8106,-73.94647
46,1,1,15,1,1125,5,Apartment,Private room,0,"Montréal, QC, Canada",Canada,CA,0,0,0,0,45.55324,-73.55393
75,2,4,10,1,1125,2,Apartment,Entire home/apt,94,"Montréal, Québec, Canada",Canada,CA,11,22,22,73,45.47431,-73.5827
798,3,10,400,1,1125,3,Apartment,Entire home/apt,40,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,30,52,82,350,-22.96484718,-43.17512389
249,1,1,0,2,1125,1,Boutique hotel,Private room,100,"Surry Hills, NSW, Australia",Australia,AU,29,59,89,357,-33.88328,151.21225
85,2,2,20,2,1125,2,Villa,Private room,93,"Gordon, NSW, Australia",Australia,AU,21,51,81,356,-33.76595,151.1443
119,1,1,25,2,1125,2,Apartment,Entire home/apt,0,"Bellevue Hill, NSW, Australia",Australia,AU,0,0,0,0,-33.88687,151.25552
55,2,2,15,2,1125,3,Apartment,Entire home/apt,80,"Porto, Porto, Portugal",Portugal,PT,8,26,44,227,41.14229,-8.61802
85,1,1,0,2,30,2,Apartment,Entire home/apt,100,"Porto, Porto District, Portugal",Portugal,PT,30,60,81,356,41.14573,-8.60614
72,2,2,0,1,1125,2,Apartment,Entire home/apt,80,"Póvoa de Varzim, Portugal",Portugal,PT,30,60,90,365,41.39707,-8.77599
120,4,6,0,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,30,60,90,90,41.38702,2.14352
99,1,1,0,1,1125,1,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,29,59,89,355,41.16066,-8.60593
35,3,3,0,1,365,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,35,41.41128,2.14007
158,1,2,0,1,30,1,House,Private room,70,"Fatih, İstanbul, Turkey",Turkey,TR,29,59,89,364,41.00569,28.97529
38,1,1,27,2,35,2,Apartment,Entire home/apt,88,"Porto, Porto, Portugal",Portugal,PT,4,19,27,186,41.14747,-8.60246
70,3,3,25,4,1125,3,Apartment,Entire home/apt,82,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,18,48,78,353,41.10953,-8.66133
264,1,3,26,1,60,3,Apartment,Private room,0,"Esenyurt, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.02728,28.65739
132,1,1,0,1,760,1,Apartment,Private room,0,"Istanbul, Istanbul, Turkey",Turkey,TR,30,60,90,365,41.05783,28.99592
195,2,3,0,2,41,3,Apartment,Entire home/apt,92,"Kadıköy, İstanbul, Turkey",Turkey,TR,25,38,62,242,40.9902,29.02413
250,1,2,0,2,1125,2,House,Entire home/apt,98,"Honokaa, HI, United States",United States,US,2,11,25,289,20.11839,-155.58062
127,1,2,0,1,1125,4,Apartment,Entire home/apt,90,"Şişli, İstanbul, Turkey",Turkey,TR,21,42,65,340,41.04839,28.98594
38,1,2,0,1,1125,1,Bungalow,Private room,100,"Chester Hill, NSW, Australia",Australia,AU,0,0,0,0,-33.88303,151.00277
46,1,1,8,1,10,1,Apartment,Private room,90,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.5233,-73.55906
80,2,2,0,1,40,2,House,Entire home/apt,86,"Porto, Porto, Portugal",Portugal,PT,0,0,0,48,41.16127,-8.62724
68,1,1,30,1,1125,2,Apartment,Entire home/apt,100,"Montréal, Québec, Canada",Canada,CA,1,4,16,51,45.5203,-73.56824
620,2,3,39,5,1125,1,Apartment,Entire home/apt,0,"深圳市, 广东省, China",China,CN,0,0,0,0,22.51755,114.07254
59,2,3,19,1,90,7,Apartment,Entire home/apt,94,"Porto, Porto, Portugal",Portugal,PT,0,0,5,196,41.15871,-8.60288
60,1,3,10,1,1125,2,Apartment,Entire home/apt,91,"Porto, Porto, Portugal",Portugal,PT,16,46,70,159,41.16717,-8.63773
46,1,1,25,2,1125,1,Apartment,Entire home/apt,97,"Porto, Porto, Portugal",Portugal,PT,17,38,61,293,41.14209,-8.61423
447,1,1,0,1,17,7,Apartment,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,0,0,0,0,22.29535,114.17149
64,1,1,30,1,30,1,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,29,59,89,89,45.51463,-73.58098
90,1,1,100,1,1125,4,Apartment,Entire home/apt,93,"Potts Point, NSW, Australia",Australia,AU,8,38,68,94,-33.87602,151.22326
237,2,2,119,1,30,4,Apartment,Private room,100,"Beşiktaş, İstanbul, Turkey",Turkey,TR,0,0,18,293,41.05056,29.00609
130,3,5,30,4,64,3,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,2,13,43,41.38121,2.14098
80,1,2,0,2,20,2,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,30,60,88,363,41.14918,-8.60154
160,1,1,150,4,91,2,Apartment,Entire home/apt,95,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,12,38,68,271,-22.96748149,-43.18400961
50,2,2,15,2,31,1,Condominium,Entire home/apt,95,"Porto, Porto, Portugal",Portugal,PT,18,48,78,353,41.15347,-8.61099
28,1,1,20,1,365,30,Apartment,Private room,93,"Barcelona, Catalonia, Spain",Spain,ES,0,0,0,188,41.37976,2.19166
89,1,1,45,2,1125,5,Apartment,Entire home/apt,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.55272,-73.65547
228,1,2,172,4,365,2,Apartment,Entire home/apt,95,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,3,12,29,304,-22.98336924,-43.1900473
385,3,3,0,1,120,2,Apartment,Entire home/apt,90,"İstanbul, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.00325,28.97127
135,2,4,50,2,31,1,Apartment,Entire home/apt,93,"Sydney Olympic Park, NSW, Australia",Australia,AU,8,20,46,122,-33.84892,151.07253
179,1,1,200,2,1125,5,Apartment,Entire home/apt,98,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,6,6,22,112,-22.98420855,-43.19176043
90,1,2,100,1,4,1,Condominium,Entire home/apt,95,"Montréal, Québec, Canada",Canada,CA,30,51,51,51,45.53265,-73.57989
79,1,1,0,1,5,1,Apartment,Private room,100,"Kadıköy, İstanbul, Turkey",Turkey,TR,0,0,0,0,40.96858,29.09747
130,1,2,0,1,30,1,House,Entire home/apt,99,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,29,58,85,165,41.12988,-8.6045
81,2,3,30,4,180,1,Apartment,Entire home/apt,94,"Montréal, QC, Canada",Canada,CA,24,54,76,132,45.45209,-73.59039
380,3,4,359,1,1125,1,Apartment,Entire home/apt,100,"Rio, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-22.9915573,-43.35145315
769,1,1,0,1,365,60,Apartment,Entire home/apt,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,169,22.28558,114.19337
295,2,3,214,2,250,2,Apartment,Entire home/apt,96,"Kadıköy, İstanbul, Turkey",Turkey,TR,14,37,64,64,40.99592,29.02817
16,1,1,0,1,1125,7,Apartment,Private room,93,"Barcelona, CT, Spain",Spain,ES,30,54,84,84,41.38051,2.1493
41,1,3,25,1,60,1,Apartment,Entire home/apt,93,"Porto, Porto, Portugal",Portugal,PT,23,48,72,113,41.15192,-8.64861
447,1,2,41,1,1125,1,Serviced apartment,Entire home/apt,97,"深圳市, 广东省, China",China,CN,24,54,84,359,22.51148,114.06346
283,1,1,0,1,1125,29,Apartment,Entire home/apt,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,29,59,89,364,22.28773,114.13306
424,1,1,100,2,60,1,Apartment,Private room,95,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,19,38,68,68,22.30004,114.17468
45,1,1,0,2,1125,1,Hostel,Private room,90,"Barcelona, Barcelona, Spain",Spain,ES,6,25,38,312,41.39706,2.16758
74,1,1,0,1,1125,1,Apartment,Private room,88,"Beyoğlu, İstanbul, Turkey",Turkey,TR,30,60,90,90,41.03314,28.98432
251,1,1,100,1,200,1,Apartment,Private room,92,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,2,22.28788,114.14385
141,2,2,130,1,90,2,Apartment,Entire home/apt,98,"Elizabeth Bay, NSW, Australia",Australia,AU,11,28,58,149,-33.8704,151.22731
30,1,1,84,1,93,31,Loft,Entire home/apt,100,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,252,41.39382,2.1386
56,1,2,51,2,365,1,Apartment,Entire home/apt,91,"Montréal, Québec, Canada",Canada,CA,0,0,5,236,45.54043,-73.54585
69,3,5,15,1,300,4,Apartment,Entire home/apt,96,"Matosinhos, Porto, Portugal",Portugal,PT,1,1,1,142,41.18169,-8.67446
25,1,1,25,1,90,80,Apartment,Private room,92,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.49549,-73.61948
79,1,1,0,1,1125,1,Casa particular (Cuba),Private room,0,"İstanbul, Turkey",Turkey,TR,0,0,0,0,40.99568,29.02954
35,1,1,8,1,2,1,Apartment,Private room,100,"Montréal, QC, Canada",Canada,CA,4,4,4,4,45.47462,-73.5863
399,1,1,0,1,30,4,Apartment,Entire home/apt,0,"Rio, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-22.96060636,-43.16787186
105,1,1,0,1,1125,2,Hostel,Private room,79,"Istanbul , İstanbul, Turkey",Turkey,TR,30,60,90,365,41.03517,28.98443
200,2,3,0,1,1125,1,Serviced apartment,Private room,0,"İstanbul, İstanbul, Turkey",Turkey,TR,0,18,48,138,41.07543,28.94224
