price,bedrooms,beds,cleaning_fee,guests_included,maximum_nights,minimum_nights,property_type,room_type,review_scores,street,country,country_code,availability_30,availability_60,availability_90,availability_365,latitude,longitude
1751,1,1,400,1,28,2,Apartment,Entire home/apt,99,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,5,21,37,37,22.28634,114.14292
102,2,2,0,2,40,2,Condominium,Entire home/apt,98,"Montréal, Québec, Canada",Canada,CA,2,8,17,58,45.46794,-73.5702
40,1,1,0,1,9,1,Apartment,Private room,99,"Barcelona, Catalunya, Spain",Spain,ES,19,41,64,150,41.40951,2.20314
199,2,2,125,1,23,4,Apartment,Entire home/apt,80,"Rushcutters Bay, NSW, Australia",Australia,AU,0,0,0,0,-33.87621,151.22801
17,1,1,23,1,18,3,House,Private room,90,"Porto, Porto, Portugal",Portugal,PT,21,51,81,159,41.1582,-8.6187
104,1,4,170,2,1125,1,Apartment,Entire home/apt,95,"Rio de Janeiro, RJ, Brazil",Brazil,BR,16,29,29,160,-22.97475787,-43.19185698
145,1,2,150,1,1125,3,Condominium,Entire home/apt,84,"Kailua-Kona, HI, United States",United States,US,9,39,69,344,19.56576,-155.96146
125,1,1,25,1,10,5,Apartment,Private room,100,"New York, NY, United States",United States,US,0,16,45,45,40.79415,-73.97323
67,1,1,20,1,1125,2,Apartment,Private room,91,"Barcelona, Catalunya, Spain",Spain,ES,6,31,61,151,41.37805,2.17304
1865,3,3,187,1,31,7,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.97234229,-43.39766652
161,1,2,100,2,59,2,Apartment,Entire home/apt,87,"Sydney, NSW, Australia",Australia,AU,5,30,60,319,-33.86903,151.20637
245,1,1,175,1,80,2,Villa,Entire home/apt,99,"Lahaina, HI, United States",United States,US,0,8,24,169,21.00054,-156.65856
60,3,3,20,4,1125,2,House,Entire home/apt,88,"Vila Nova de Gaia, Porto, Portugal",Portugal,PT,18,47,64,334,41.13442,-8.60844
14,1,2,19,1,90,10,Apartment,Private room,91,"Porto, Porto, Portugal",Portugal,PT,2,15,45,45,41.17498,-8.62705
560,1,2,56,1,45,3,Apartment,Private room,100,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-23.01001003,-43.36575724
317,1,1,373,1,1125,30,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,90,-22.94368466,-43.18131351
785,1,1,157,2,1125,2,Condominium,Entire home/apt,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,8,8,8,8,22.27934,114.12979
175,1,2,50,2,1125,30,Apartment,Entire home/apt,94,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.67274,-73.97339
125,1,1,80,1,31,1,Apartment,Entire home/apt,97,"Elizabeth Bay, NSW, Australia",Australia,AU,11,37,67,155,-33.87226,151.22674
177,3,3,132,6,1124,2,Apartment,Entire home/apt,87,"Montreal, QC, Canada",Canada,CA,0,3,24,105,45.51623,-73.57517
1350,3,5,450,4,1125,1,Apartment,Entire home/apt,95,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,4,7,25,31,22.28096,114.18207
65,2,2,0,1,1125,2,Apartment,Entire home/apt,96,"Porto, Porto, Portugal",Portugal,PT,11,38,59,301,41.14834,-8.60154
550,2,1,150,1,15,4,Apartment,Entire home/apt,0,"Hong Kong Island, New Territories, Hong Kong",Hong Kong,HK,0,0,0,0,22.28493,114.14243
45,1,1,10,1,1125,1,Apartment,Private room,94,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.40439,2.17588
100,1,1,15,1,14,1,Apartment,Private room,0,"Barcelona, Catalonia, Spain",Spain,ES,29,59,89,89,41.37749,2.17231
591,1,1,0,1,1125,1,Other,Private room,0,"Istanbul, Istanbul, Turkey",Turkey,TR,30,60,90,365,41.00324,28.97428
116,1,2,332,1,15,3,Apartment,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,10,40,70,345,-22.97566753,-43.19012011
103,2,2,85,2,1125,160,Apartment,Entire home/apt,88,"Montréal, Québec, Canada",Canada,CA,0,0,0,249,45.51344,-73.57453
90,1,1,174,1,6,1,Apartment,Private room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,0,0,0,0,41.03494,28.97185
49,2,2,25,1,1125,2,Apartment,Entire home/apt,99,"Leça da Palmeira, Porto, Portugal",Portugal,PT,0,5,16,95,41.18844,-8.70481
125,1,1,84,3,1125,3,Apartment,Entire home/apt,100,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.71503,-73.94733
338,1,1,132,1,100,5,Apartment,Private room,97,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,15,15,144,22.28109,114.15103
62,1,1,0,1,1125,2,Apartment,Entire home/apt,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.49826,-73.58003
40,1,1,0,1,1125,2,Apartment,Private room,90,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.38371,2.16685
100,1,1,50,1,31,2,Apartment,Entire home/apt,96,"North Sydney, NSW, Australia",Australia,AU,1,26,52,52,-33.84125,151.21491
100,1,1,20,1,28,2,House,Private room,93,"Surry Hills, NSW, Australia",Australia,AU,0,0,0,0,-33.88189,151.21272
148,1,2,0,2,1125,1,Apartment,Entire home/apt,89,"Fatih, İstanbul, Turkey",Turkey,TR,26,56,86,361,41.00577,28.98284
45,1,1,10,1,1125,1,Apartment,Private room,98,"Monterey, NSW, Australia",Australia,AU,26,56,71,315,-33.96822,151.15248
25,1,1,10,1,1125,1,Apartment,Private room,90,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.52588,-73.55997
53,1,1,15,1,40,1,Apartment,Private room,96,"Brooklyn, NY, United States",United States,US,4,15,40,128,40.64895,-73.94838
250,1,1,0,1,1125,3,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.40604,2.17728
50,1,1,0,1,1125,1,House,Private room,0,"Newtown, NSW, Australia",Australia,AU,0,0,0,0,-33.89695,151.17393
351,2,5,150,1,1125,1,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.90061933,-43.22808548
35,1,1,15,1,28,1,House,Private room,86,"Queens, NY, United States",United States,US,27,57,87,362,40.66298,-73.7621
89,2,2,30,1,14,3,Apartment,Entire home/apt,99,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.70173,-73.91504
30,1,1,8,1,1125,1,Apartment,Private room,100,"Montréal, QC, Canada",Canada,CA,0,0,0,0,45.52797,-73.54985
164,2,2,150,1,30,2,House,Entire home/apt,87,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.98815772,-43.49193864
120,4,4,150,6,1125,1,Apartment,Entire home/apt,89,"Staten Island, NY, United States",United States,US,23,39,65,321,40.62356,-74.07571
298,2,2,150,1,1125,30,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,23,53,83,358,-22.96867123,-43.1863835
60,1,1,50,1,8,2,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.46374,-73.64172
26,1,1,8,2,1125,1,House,Private room,96,"Porto, Porto District, Portugal",Portugal,PT,0,0,0,46,41.18075,-8.63082
500,2,2,0,1,1125,10,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,28,58,88,88,-22.97002606,-43.39174857
196,1,1,100,1,7,1,Apartment,Private room,0,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,0,0,0,0,22.45054,114.00079
100,2,2,20,2,1125,2,Apartment,Entire home/apt,90,"Porto, Porto, Portugal",Portugal,PT,0,0,0,47,41.15223,-8.67559
84,1,1,26,1,1125,1,Apartment,Private room,0,"istanbul / esenyurt, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.01513,28.66268
250,2,3,125,1,60,5,Apartment,Entire home/apt,95,"New York, NY, United States",United States,US,3,3,6,199,40.8235,-73.94332
112,2,3,40,1,15,2,Apartment,Entire home/apt,100,"Vila do Conde, Porto, Portugal",Portugal,PT,28,58,88,363,41.36439,-8.75216
149,3,3,40,1,30,2,House,Entire home/apt,87,"Montréal, Québec, Canada",Canada,CA,20,36,44,72,45.52408,-73.5851
130,1,2,50,2,1125,3,Apartment,Entire home/apt,98,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.3921,2.17623
123,2,3,105,4,1124,2,Apartment,Entire home/apt,84,"Montreal, QC, Canada",Canada,CA,0,2,13,60,45.51006,-73.56244
40,1,1,0,1,1125,3,Apartment,Private room,93,"Barcelona, Catalunya, Spain",Spain,ES,4,8,12,209,41.37475,2.15691
35,1,1,10,1,14,1,Apartment,Private room,92,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.52045,-73.60951
45,1,1,0,1,21,16,Apartment,Private room,0,"Zetland, NSW, Australia",Australia,AU,0,0,0,0,-33.9073,151.21019
100,1,1,50,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalonia, Spain",Spain,ES,6,36,41,271,41.37977,2.1524
35,1,2,17,2,60,2,Apartment,Entire home/apt,97,"Porto, Portugal",Portugal,PT,22,44,72,166,41.15138,-8.62513
84,1,2,79,1,1100,3,Townhouse,Private room,88,"New York, NY, United States",United States,US,21,23,23,79,40.7303,-73.98823
60,2,2,0,1,32,3,Apartment,Entire home/apt,90,"Vila Chã, Porto, Portugal",Portugal,PT,27,57,87,341,41.29769,-8.73417
159,1,1,50,2,1125,2,Serviced apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,13,19,30,219,41.39244,2.15962
220,1,4,100,2,89,3,Serviced apartment,Entire home/apt,98,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,5,35,65,335,-22.96022105,-43.2026996
132,2,2,0,1,360,90,Apartment,Entire home/apt,0,"Esentepe, Istanbul, Turkey",Turkey,TR,0,0,0,262,41.06991,29.0034
185,2,4,100,1,1125,3,Condominium,Entire home/apt,97,"Kihei, HI, United States",United States,US,0,5,5,108,20.75577,-156.45699
199,2,2,100,1,1125,30,Apartment,Entire home/apt,0,"New York, NY, United States",United States,US,27,57,87,361,40.76647,-73.98146
153,1,1,90,2,1125,10,Apartment,Entire home/apt,94,"Beyoglu, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.03942,28.98276
181,3,3,80,1,15,3,House,Entire home/apt,0,"Frenchs Forest, NSW, Australia",Australia,AU,0,0,0,0,-33.74605,151.20925
125,2,3,50,1,1125,3,Apartment,Entire home/apt,82,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,36,41.41089,2.15942
447,1,1,0,1,1125,3,Apartment,Entire home/apt,0,"Prince Edward, Kowloon, Hong Kong",Hong Kong,HK,0,0,0,0,22.32589,114.16775
60,1,1,60,1,1125,5,Apartment,Private room,100,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.69181,-73.94312
68,1,1,0,2,1125,1,Apartment,Entire home/apt,90,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.52374,-73.59279
80,2,5,0,2,1125,2,House,Entire home/apt,94,"Porto, Porto District, Portugal",Portugal,PT,0,0,0,1,41.15779,-8.58458
80,1,1,15,2,1125,1,House,Private room,97,"Brooklyn, NY, United States",United States,US,25,55,85,172,40.57476,-74.00101
35,1,2,0,2,1125,1,Apartment,Private room,76,"Porto, Porto, Portugal",Portugal,PT,25,55,85,355,41.15229,-8.62302
100,1,1,30,1,1125,3,Aparthotel,Private room,89,"New York, NY, United States",United States,US,27,57,87,87,40.79057,-73.98024
42,1,1,12,1,1125,3,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.55088,-73.62597
60,2,2,20,4,1125,2,Apartment,Entire home/apt,83,"Porto, Porto, Portugal",Portugal,PT,6,23,49,309,41.15773,-8.62093
95,1,1,60,2,1125,3,Guest suite,Private room,99,"Captain Cook, HI, United States",United States,US,8,33,63,320,19.48659,-155.89199
46,1,1,60,2,14,1,Apartment,Private room,99,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.64498,-73.98191
100,1,1,40,2,120,3,Apartment,Private room,98,"New York, NY, United States",United States,US,3,3,3,28,40.81093,-73.95928
110,1,1,40,1,450,2,Condominium,Entire home/apt,91,"New York, NY, United States",United States,US,0,0,0,0,40.77472,-73.98641
73,1,1,40,1,300,5,Apartment,Private room,92,"Brooklyn, NY, United States",United States,US,6,29,59,148,40.69454,-73.93319
300,2,2,120,1,1125,14,Apartment,Entire home/apt,93,"Brooklyn, NY, United States",United States,US,29,59,89,364,40.71319,-73.95822
500,2,2,260,1,20,2,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-23.0053446,-43.32428278
290,1,1,0,1,1125,28,Guest suite,Private room,100,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,2,2,2,251,22.31832,114.17131
150,1,1,80,1,1125,3,Apartment,Entire home/apt,0,"New York, NY, United States",United States,US,0,0,0,0,40.7672,-73.98457
48,1,9,0,1,1125,1,Bed and breakfast,Shared room,96,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,20,50,80,352,-22.96202689,-43.17039211
185,1,1,0,1,1125,1,Apartment,Private room,0,"istanbul 4 levent, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.08376,28.99939
259,1,2,0,2,1125,1,Hostel,Private room,76,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,28,58,88,178,22.31933,114.17146
211,1,1,0,1,6,1,Apartment,Private room,0,"Beşiktaş, İstanbul, Turkey",Turkey,TR,28,58,88,363,41.07497,29.01629
22,1,1,20,1,1125,2,Apartment,Private room,94,"Barcelona, Catalonia, Spain",Spain,ES,0,0,0,0,41.37295,2.16953
596,1,1,596,1,365,3,Apartment,Entire home/apt,0,"Beykoz, İstanbul, Turkey",Turkey,TR,29,59,89,364,41.08688,29.0676
60,1,1,7,2,5,1,Apartment,Private room,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.53414,-73.60352
450,3,4,225,6,1125,3,House,Entire home/apt,97,"Waimanalo, HI, United States",United States,US,5,20,39,284,21.33991,-157.70142
746,2,2,187,1,1125,1,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.8844096,-43.27922913
601,5,5,2000,1,30,5,House,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.91939493,-43.39561934
215,1,2,200,2,60,5,Apartment,Entire home/apt,100,"Lahaina, HI, United States",United States,US,0,2,27,235,20.89045,-156.68401
140,1,1,60,1,1125,2,Apartment,Entire home/apt,92,"New York, NY, United States",United States,US,0,0,0,0,40.83625,-73.93915
86,1,1,0,1,15,2,Apartment,Private room,98,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,1,11,36,36,-22.92264559,-43.2342636
257,1,1,150,1,10,1,Loft,Private room,96,"Rio de Janeiro, RJ, Brazil",Brazil,BR,0,0,0,0,-22.98697841,-43.21985297
45,1,1,0,1,90,3,House,Private room,93,"Porto, Porto, Portugal",Portugal,PT,28,58,88,363,41.15099,-8.66959
119,1,2,80,4,1125,2,Apartment,Entire home/apt,100,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,4,34,64,339,-22.91069891,-43.18457642
60,1,1,0,1,9,4,Apartment,Private room,0,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.71675,-73.95725
119,3,2,140,1,1125,1,House,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,28,58,88,88,-22.89846032,-43.34953293
109,1,2,15,2,1125,2,Apartment,Entire home/apt,71,"Porto, Porto, Portugal",Portugal,PT,28,57,87,353,41.15938,-8.61174
447,1,1,50,1,90,1,Apartment,Private room,90,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,0,0,0,0,22.30296,114.25503
145,1,2,30,2,1125,2,Apartment,Entire home/apt,97,"Barcelona, Catalonia, Spain",Spain,ES,1,5,8,184,41.392,2.1633
99,1,1,75,1,15,2,Apartment,Entire home/apt,95,"Honolulu, HI, United States",United States,US,13,36,66,156,21.28726,-157.83363
250,1,1,150,5,1125,4,Apartment,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,29,59,89,364,-22.95708265,-43.19285384
557,1,1,0,1,1125,1,Apartment,Entire home/apt,0,"Hong Kong Island, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.27809,114.23519
899,4,6,120,1,1125,7,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,29,59,89,89,-22.99871658,-43.4209703
400,1,1,100,1,20,5,Apartment,Entire home/apt,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28559,114.14756
129,2,3,0,6,29,2,Serviced apartment,Entire home/apt,95,"Barcelona, Catalunya, Spain",Spain,ES,5,15,21,229,41.39243,2.17481
486,2,2,215,1,1125,7,Condominium,Entire home/apt,100,"Wailea-Makena, HI, United States",United States,US,6,19,42,187,20.69012,-156.43536
518,1,2,50,1,30,2,Apartment,Entire home/apt,80,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28544,114.13627
114,1,1,150,4,1125,30,Condominium,Entire home/apt,86,"Honolulu, HI, United States",United States,US,0,26,56,222,21.27929,-157.82515
215,2,3,100,2,90,5,Guesthouse,Entire home/apt,100,"Kailua, HI, United States",United States,US,0,1,2,97,21.39727,-157.73154
50,1,1,0,1,30,2,Apartment,Private room,40,"Matosinhos, Porto, Portugal",Portugal,PT,29,59,89,179,41.17922,-8.67867
54,1,1,20,1,1125,1,Apartment,Private room,92,"Brooklyn, NY, United States",United States,US,18,18,18,18,40.70843,-73.9588
25,1,1,10,1,1125,2,Apartment,Private room,85,"Barcelona, Catalunya, Spain",Spain,ES,15,30,44,273,41.41737,2.1962
475,1,1,596,1,1125,1,Apartment,Private room,0,"Istanbul, Istanbul, Turkey",Turkey,TR,30,60,90,365,41.05296,28.99582
320,3,6,50,6,1125,3,Apartment,Entire home/apt,87,"Barcelona, Catalonia, Spain",Spain,ES,30,60,90,365,41.3866,2.15307
1000,2,2,150,1,60,5,Apartment,Entire home/apt,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.97098475,-43.38684938
451,1,1,0,1,1125,4,Apartment,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,29,59,89,89,-23.01727997,-43.45240426
420,4,4,350,8,1125,5,House,Entire home/apt,97,"Kapaa, HI, United States",United States,US,6,10,22,170,22.06858,-159.31839
220,2,2,0,2,1125,4,Apartment,Entire home/apt,94,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.96905131,-43.18819141
150,2,2,75,4,1125,3,Bed and breakfast,Private room,90,"Kailua, HI, United States",United States,US,0,0,0,0,21.39416,-157.73271
40,1,1,0,1,33,21,Apartment,Private room,60,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.54424,-73.58889
149,2,2,84,3,1124,1,Apartment,Entire home/apt,89,"Sydney, NSW, Australia",Australia,AU,5,25,49,75,-33.86397,151.20828
1160,2,3,0,3,100,7,Apartment,Entire home/apt,0,"Beylerbeyi,, Istanbul Province,, Turkey",Turkey,TR,8,9,20,252,41.0428,29.04467
35,1,1,0,1,1125,1,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.47641,-73.61355
634,3,4,422,6,21,3,Apartment,Entire home/apt,95,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.93400644,-43.18073158
230,4,10,0,1,1100,3,House,Entire home/apt,85,"Barcelona, Catalonia, Spain",Spain,ES,17,30,44,285,41.35324,2.14759
50,1,1,75,1,60,14,Apartment,Private room,0,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.7038,-73.92712
51,1,2,50,1,36,7,Apartment,Entire home/apt,90,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.54335,-73.62993
330,1,2,0,1,1125,1,Apartment,Private room,87,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,19,45,75,350,22.29663,114.17212
305,1,3,304,1,1125,3,Condominium,Entire home/apt,95,"Honolulu, HI, United States",United States,US,7,10,26,228,21.27925,-157.82811
110,2,2,254,1,1125,30,Condominium,Entire home/apt,0,"Honolulu, HI, United States",United States,US,0,4,5,68,21.26128,-157.82003
351,1,2,269,1,1125,3,Condominium,Entire home/apt,100,"Honolulu, HI, United States",United States,US,8,21,39,120,21.27886,-157.83285
149,2,3,324,1,1125,30,Condominium,Entire home/apt,80,"Honolulu, HI, United States",United States,US,25,29,59,222,21.28271,-157.82889
38,1,1,15,1,7,3,Apartment,Private room,99,"Barcelona, Catalonia, Spain",Spain,ES,14,14,14,14,41.37864,2.1564
350,2,3,150,1,31,5,House,Entire home/apt,100,"Kaaawa, HI, United States",United States,US,20,50,80,170,21.5517,-157.8499
121,1,1,89,1,1125,1,Townhouse,Private room,96,"İstanbul, İstanbul, Turkey",Turkey,TR,5,24,54,329,41.03782,28.97675
38,1,1,0,1,31,15,Apartment,Private room,0,"Brooklyn, NY, United States",United States,US,0,0,0,0,40.69493,-73.9294
148,1,1,149,1,14,1,Loft,Private room,100,"Kadıköy, İstanbul, Turkey",Turkey,TR,29,59,89,364,40.98222,29.02821
148,2,2,115,1,45,3,Condominium,Entire home/apt,99,"Lahaina, HI, United States",United States,US,2,4,5,98,20.97214,-156.67817
200,2,6,160,4,60,2,Cottage,Entire home/apt,93,"Maui County, HI, United States",United States,US,7,13,30,238,20.93195,-156.26062
120,2,2,20,2,1125,2,House,Private room,70,"Porto, Porto, Portugal",Portugal,PT,9,39,63,323,41.15337,-8.67515
24,1,1,10,1,30,7,Townhouse,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,6,36,66,341,41.37207,2.15659
275,2,2,150,2,100,1,Guesthouse,Entire home/apt,100,"Honolulu, HI, United States",United States,US,8,15,17,274,21.28953,-157.69614
47,1,1,20,1,1125,2,Apartment,Entire home/apt,100,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.47116,-73.589
63,1,1,0,1,30,6,Boutique hotel,Private room,92,"Fatih, İstanbul, Turkey",Turkey,TR,22,52,82,82,41.01388,28.9754
400,1,1,100,2,1125,28,Apartment,Private room,88,"Kowloon City, Kowloon, Hong Kong",Hong Kong,HK,2,26,56,331,22.31898,114.17106
190,1,1,0,1,1125,1,Apartment,Entire home/apt,60,"Istanbul maltepe cevizli , İstanbul, Turkey",Turkey,TR,30,60,90,365,40.91311,29.15816
125,3,4,0,5,1125,3,Townhouse,Entire home/apt,100,"Matosinhos, Porto, Portugal",Portugal,PT,17,38,57,325,41.18378,-8.69332
538,1,1,0,1,1125,4,Apartment,Entire home/apt,0,"Istanbul, İstanbul, Turkey",Turkey,TR,27,57,87,362,41.03634,28.98192
35,1,1,70,2,5000,32,Apartment,Entire home/apt,91,"Montréal, Québec, Canada",Canada,CA,0,24,54,329,45.49633,-73.58359
80,1,1,60,2,29,2,Apartment,Entire home/apt,98,"Honolulu, HI, United States",United States,US,0,1,6,198,21.27678,-157.82123
375,2,2,75,1,14,3,Apartment,Entire home/apt,91,"New York, NY, United States",United States,US,0,0,0,0,40.72255,-73.99346
149,2,2,50,5,500,3,Apartment,Entire home/apt,99,"Brooklyn, NY, United States",United States,US,8,14,29,81,40.69295,-73.90792
70,1,1,30,1,1125,3,House,Private room,97,"Queens , NY, United States",United States,US,29,59,89,364,40.7708,-73.90036
249,1,1,95,1,1125,5,House,Private room,87,"Kailua, HI, United States",United States,US,9,24,44,310,21.39114,-157.73366
90,1,1,24,1,10,1,Apartment,Private room,96,"Mosman, NSW, Australia",Australia,AU,15,30,30,254,-33.82085,151.23421
179,1,1,150,1,1125,2,Condominium,Entire home/apt,100,"Kihei, HI, United States",United States,US,4,14,26,297,20.72946,-156.45006
149,2,2,75,1,30,7,Condominium,Entire home/apt,94,"Kapaa, HI, United States",United States,US,4,9,15,17,22.05323,-159.32794
100,1,1,65,2,14,2,House,Entire home/apt,97,"Brooklyn, NY, United States",United States,US,8,15,20,253,40.69559,-73.90796
75,5,6,30,4,1125,2,Apartment,Entire home/apt,83,"Porto, Porto, Portugal",Portugal,PT,0,0,0,211,41.16058,-8.61976
150,1,1,150,1,15,3,Apartment,Entire home/apt,97,"New York, NY, United States",United States,US,12,14,26,97,40.74577,-74.00606
38,1,1,20,1,30,5,Apartment,Private room,97,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.54521,-73.59906
130,1,1,99,1,1125,2,Resort,Private room,88,"Princeville, HI, United States",United States,US,11,41,59,324,22.21905,-159.47242
230,2,3,99,1,1125,2,Condominium,Entire home/apt,91,"Princeville, HI, United States",United States,US,9,27,48,287,22.22053,-159.47223
471,3,3,100,6,22,5,House,Entire home/apt,90,"Balgowlah, NSW, Australia",Australia,AU,0,5,5,48,-33.80093,151.26172
449,3,6,300,1,1125,1,Apartment,Entire home/apt,95,"Honolulu, HI, United States",United States,US,8,20,25,152,21.27983,-157.82805
280,1,1,0,1,1125,1,Apartment,Private room,90,"Rio de Janeiro condomínio Minha praia, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-22.96499155,-43.39707095
154,1,1,0,1,5,2,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.51989,-73.56642
70,1,1,0,1,21,3,Apartment,Entire home/apt,98,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.52683,-73.59681
250,3,3,100,6,1125,5,Apartment,Entire home/apt,87,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,4,34,64,339,-22.96129307,-43.17195521
229,1,1,0,2,14,1,Apartment,Entire home/apt,98,"Kihei, HI, United States",United States,US,3,12,32,282,20.72891,-156.45098
200,1,1,80,2,1125,5,Condominium,Entire home/apt,94,"Brooklyn, NY, United States",United States,US,0,0,0,10,40.71677,-73.94124
249,3,3,270,6,45,4,House,Entire home/apt,96,"Honolulu, HI, United States",United States,US,2,6,8,202,21.32606,-157.81156
69,1,1,6,1,6,2,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,0,41.39454,2.17533
74,1,1,0,1,1125,1,Apartment,Private room,90,"Beşiktaş, İstanbul, Turkey",Turkey,TR,29,59,89,364,41.04429,29.00314
298,2,4,0,1,1125,1,Apartment,Entire home/apt,100,"Rio de Janeiro, RJ, Brazil",Brazil,BR,25,55,85,360,-23.01598925,-43.4726948
385,2,3,270,1,1123,7,Apartment,Entire home/apt,93,"Wailuku, HI, United States",United States,US,0,0,13,243,20.79559,-156.50456
100,1,1,0,1,20,5,Apartment,Private room,100,"New York, NY, United States",United States,US,0,0,0,0,40.73226,-73.98688
595,1,2,0,1,7,7,Condominium,Entire home/apt,0,"Lahaina, HI, United States",United States,US,0,0,0,216,20.93787,-156.68985
27,1,1,50,1,180,31,Apartment,Private room,93,"Barcelona, Catalonia, Spain",Spain,ES,30,60,90,90,41.3784,2.12421
79,1,1,0,1,61,5,Apartment,Private room,94,"Montreal, QC, Canada",Canada,CA,0,0,0,221,45.53713,-73.5671
131,1,2,0,1,1125,1,Hostel,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,72,-22.96870936,-43.18884441
